title,release_date,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
Avengers: Infinity War,2018-04-25,300000000,2052415039,149,188.4232,8.236,30597,True,Joe Russo,Robert Downey Jr.,1752415039,0.8538307338918305,Marvel Studios,Adventure,Action,Science Fiction
The Accountant,2016-10-13,44000000,155160045,128,178.4133,7.116,6658,True,Gavin O'Connor,Ben Affleck,111160045,0.7164218404293451,Zero Gravity Management,Crime,Thriller,Drama
Beauty and the Beast,2017-03-16,160000000,1266115964,129,167.1654,6.972,15649,False,Bill Condon,Emma Watson,1106115964,0.8736292689221633,Walt Disney Pictures,Family,Fantasy,Romance
Spider-Man: Homecoming,2017-07-05,175000000,880166924,133,165.7082,7.331,22237,True,Jon Watts,Tom Holland,705166924,0.8011740782024661,Marvel Studios,Action,Adventure,Science Fiction
The Suicide Squad,2021-07-28,185000000,168717425,132,163.5647,7.486,8925,True,James Gunn,Margot Robbie,-16282575,-0.09650796294455063,DC Films,Action,Comedy,Adventure
Black Panther,2018-02-13,200000000,1349926083,135,162.5665,7.373,22592,True,Ryan Coogler,Chadwick Boseman,1149926083,0.8518437398027519,Marvel Studios,Action,Adventure,Science Fiction
Wonder Woman 1984,2020-12-16,200000000,169601036,151,135.3738,6.409,8646,True,Patty Jenkins,Gal Gadot,-30398964,-0.17923807965418326,Warner Bros. Pictures,Action,Adventure,Fantasy
Kong: Skull Island,2017-03-08,185000000,566652812,118,132.3304,6.545,10667,False,Jordan Vogt-Roberts,Tom Hiddleston,381652812,0.6735214295557047,Legendary Pictures,Action,Adventure,Fantasy
Deadpool 2,2018-05-15,110000000,785896632,120,131.5534,7.49,18399,True,David Leitch,Ryan Reynolds,675896632,0.8600324832541082,Maximum Effort,Action,Comedy,Adventure
Justice League,2017-11-15,300000000,661326987,120,128.6543,6.077,13172,False,Zack Snyder,Ben Affleck,361326987,0.5463666145534145,RatPac Entertainment,Action,Adventure,Science Fiction
Star Wars: The Last Jedi,2017-12-13,200000000,1332698830,152,125.6714,6.8,15629,True,Rian Johnson,Mark Hamill,1132698830,0.849928584389918,Lucasfilm Ltd.,Adventure,Action,Science Fiction
Lilo & Stitch,2002-06-21,80000000,273144151,85,120.9177,7.553,6594,True,Chris Sanders,Daveigh Chase,193144151,0.7071143580885245,Walt Disney Pictures,Animation,Family,Comedy
Moonlight,2016-10-21,4000000,65046687,111,117.8004,7.372,7187,False,Barry Jenkins,Trevante Rhodes,61046687,0.9385057074467144,A24,Drama,,
Wonder Woman,2017-05-30,149000000,823970682,141,117.7879,7.217,20249,True,Patty Jenkins,Gal Gadot,674970682,0.819168323272939,Atlas Entertainment,Action,Adventure,Fantasy
Ready or Not,2019-08-21,6000000,57600000,95,114.9843,7.035,4807,True,Matt Bettinelli-Olpin,Samara Weaving,51600000,0.8958333333333334,Mythology Entertainment,Horror,Comedy,
Alien: Covenant,2017-05-09,97000000,240891763,122,113.1935,6.2,8900,True,Ridley Scott,Michael Fassbender,143891763,0.5973295276185927,20th Century Fox,Science Fiction,Horror,Thriller
Baywatch,2017-05-25,69000000,177900000,116,109.7327,6.093,8197,False,Seth Gordon,Dwayne Johnson,108900000,0.612141652613828,Uncharted,Comedy,Action,Crime
Avengers: Endgame,2019-04-24,356000000,2799439100,181,109.6605,8.239,26401,True,Anthony Russo,Robert Downey Jr.,2443439100,0.8728316683152707,Marvel Studios,Adventure,Science Fiction,Action
Thor: Ragnarok,2017-10-02,180000000,855301806,131,108.412,7.585,21158,True,Taika Waititi,Chris Hemsworth,675301806,0.7895479715612806,Marvel Studios,Action,Adventure,Science Fiction
Logan,2017-02-28,97000000,619021436,137,107.1353,7.82,19639,True,James Mangold,Hugh Jackman,522021436,0.8433010646177365,Hutch Parker Entertainment,Action,Drama,Science Fiction
The Lion King,2019-07-12,260000000,1662020819,118,107.091,7.109,10365,True,Jon Favreau,Chiwetel Ejiofor,1402020819,0.8435639331182169,Walt Disney Pictures,Adventure,Drama,Family
Black Widow,2021-07-07,200000000,379751131,134,104.9705,7.206,10578,False,Cate Shortland,Scarlett Johansson,179751131,0.4733392907261677,Marvel Studios,Action,Adventure,Science Fiction
Blade Runner 2049,2017-10-04,150000000,259239658,164,104.5758,7.581,14162,True,Denis Villeneuve,Ryan Gosling,109239658,0.4213848253109484,Alcon Entertainment,Science Fiction,Drama,
The Meg,2018-08-09,150000000,530517320,113,103.7143,6.249,7828,True,Jon Turteltaub,Jason Statham,380517320,0.7172571104747344,Apelles Entertainment,Action,Science Fiction,Horror
Moana 2,2024-11-21,150000000,1059242164,100,101.2256,7.081,2439,True,David G. Derrick Jr.,Auliʻi Cravalho,909242164,0.8583893229537264,Walt Disney Pictures,Animation,Adventure,Family
Annihilation,2018-02-22,40000000,43070915,115,98.2235,6.427,8863,False,Alex Garland,Natalie Portman,3070915,0.0712990425209216,Paramount Pictures,Science Fiction,Horror,
War for the Planet of the Apes,2017-07-11,150000000,490719763,140,96.6202,7.2,9263,True,Matt Reeves,Andy Serkis,340719763,0.6943265559899612,20th Century Fox,Drama,Science Fiction,War
Guardians of the Galaxy Vol. 2,2017-04-19,200000000,863756051,137,94.4967,7.6,22005,True,James Gunn,Chris Pratt,663756051,0.7684531416382517,Marvel Studios,Science Fiction,Adventure,Action
No Time to Die,2021-09-29,250000000,774153024,163,93.3181,7.365,6539,True,Cary Joji Fukunaga,Daniel Craig,524153024,0.6770664296985295,EON Productions,Action,Thriller,Adventure
Jojo Rabbit,2019-10-18,14000000,82468705,108,88.5143,8.006,9825,False,Taika Waititi,Roman Griffin Davis,68468705,0.8302386341582544,Fox Searchlight Pictures,Comedy,War,Drama
Star Wars: The Rise of Skywalker,2019-12-18,416000000,1074144248,142,83.7044,6.296,10207,True,J.J. Abrams,Carrie Fisher,658144248,0.6127149581868822,Lucasfilm Ltd.,Adventure,Action,Science Fiction
Dark Phoenix,2019-06-05,200000000,252442974,114,82.4448,5.972,6691,True,Simon Kinberg,Sophie Turner,52442974,0.20774186410907994,Genre Films,Science Fiction,Action,Adventure
Captain Marvel,2019-03-06,152000000,1131416446,124,82.2178,6.8,16074,True,Ryan Fleck,Brie Larson,979416446,0.865655125893406,Marvel Studios,Action,Adventure,Science Fiction
Doctor Strange in the Multiverse of Madness,2022-05-04,200000000,955775804,126,81.2365,7.259,9570,True,Sam Raimi,Benedict Cumberbatch,755775804,0.790745905930048,Marvel Studios,Fantasy,Action,Adventure
The Dark Tower,2017-08-03,60000000,113231078,95,74.6404,5.778,5251,False,Nikolaj Arcel,Idris Elba,53231078,0.4701101406099834,Columbia Pictures,Fantasy,Action,Science Fiction
Jurassic World: Fallen Kingdom,2018-06-06,170000000,1310466296,129,74.596,6.539,12081,True,J.A. Bayona,Chris Pratt,1140466296,0.8702751833306211,Amblin Entertainment,Action,Adventure,Science Fiction
Sonic the Hedgehog 3,2024-12-19,122000000,492162604,110,73.6437,7.714,2662,True,Jeff Fowler,Jim Carrey,370162604,0.7521144454933029,Paramount Pictures,Action,Science Fiction,Comedy
Battle of the Sexes,2017-09-22,25000000,12638526,121,73.3332,6.8,1881,False,Jonathan Dayton,Emma Stone,-12361474,-0.9780787727935996,Fox Searchlight Pictures,Drama,Comedy,History
John Wick: Chapter 3 - Parabellum,2019-05-15,55000000,326709727,131,72.7622,7.441,11006,True,Chad Stahelski,Keanu Reeves,271709727,0.8316548438730751,Thunder Road,Action,Thriller,Crime
xXx,2002-08-09,70000000,277448382,124,72.4588,5.943,4429,True,Rob Cohen,Vin Diesel,207448382,0.7477008173722203,Columbia Pictures,Action,Adventure,Thriller
Mufasa: The Lion King,2024-12-18,200000000,722631756,118,68.758,7.4,2182,True,Barry Jenkins,Aaron Pierre,522631756,0.7232338624210697,Walt Disney Pictures,Adventure,Family,Animation
Ghost in the Shell,2017-03-29,110000000,169801921,107,67.6689,6.1,8169,False,Rupert Sanders,Scarlett Johansson,59801921,0.35218636307418455,Weying Galaxy Entertainment,Science Fiction,Drama,Action
Batman v Superman: Dawn of Justice,2016-03-23,250000000,874362803,152,65.9092,5.981,18295,True,Zack Snyder,Ben Affleck,624362803,0.7140774983310904,Warner Bros. Pictures,Action,Adventure,Fantasy
Infinity Pool,2023-01-27,4500000,5078400,118,65.9086,6.1,877,False,Brandon Cronenberg,Alexander Skarsgård,578400,0.11389413988657845,Topic Studios,Horror,Science Fiction,
Spectre,2015-10-26,245000000,880707597,148,65.6672,6.558,10726,True,Sam Mendes,Daniel Craig,635707597,0.7218145944981555,Metro-Goldwyn-Mayer,Action,Adventure,Thriller
Death Wish,2018-03-02,30000000,34017028,107,62.7447,6.2,2615,False,Eli Roth,Bruce Willis,4017028,0.11808874073302347,Metro-Goldwyn-Mayer,Action,Crime,Thriller
Anora,2024-10-14,6000000,56286295,139,61.9364,7.057,2253,False,Sean Baker,Mikey Madison,50286295,0.8934021150264021,Cre Film,Drama,Comedy,Romance
The Holdovers,2023-10-27,13000000,42513270,133,60.9477,7.681,2012,False,Alexander Payne,Paul Giamatti,29513270,0.6942131245138282,Miramax,Comedy,Drama,
Glass,2019-01-16,20000000,246999039,129,60.6594,6.662,8672,False,M. Night Shyamalan,James McAvoy,226999039,0.9190280250442594,Blinding Edge Pictures,Thriller,Drama,Science Fiction
Manchester by the Sea,2016-11-17,9000000,79000000,138,59.6534,7.5,6018,False,Kenneth Lonergan,Casey Affleck,70000000,0.8860759493670886,Pearl Street Films,Drama,,
Power Rangers,2017-03-23,105000000,142300000,124,56.4243,6.258,4473,False,Dean Israelite,Dacre Montgomery,37300000,0.26212227687983136,Lionsgate,Action,Adventure,Science Fiction
It Comes at Night,2017-06-09,5000000,19280931,91,53.0738,5.857,2465,False,Trey Edward Shults,Joel Edgerton,14280931,0.7406764227308318,A24,Drama,Horror,Mystery
The Disaster Artist,2017-03-12,10000000,29820616,104,52.9415,7.1,3588,False,James Franco,Dave Franco,19820616,0.6646615214118984,New Line Cinema,Comedy,Drama,
Bone Tomahawk,2015-10-23,1800000,475846,133,51.1829,6.9,2321,False,S. Craig Zahler,Kurt Russell,-1324154,-2.782736431534572,Caliber Media Company,Western,Horror,Drama
Mission: Impossible - Dead Reckoning Part One,2023-07-08,291000000,571125435,164,50.8585,7.5,4353,True,Christopher McQuarrie,Tom Cruise,280125435,0.49047970521572026,Paramount Pictures,Action,Adventure,Thriller
Wind River,2017-08-03,11000000,44998252,107,50.6881,7.435,5397,True,Taylor Sheridan,Jeremy Renner,33998252,0.7555460598780592,Savvy Media Holdings,Crime,Mystery,Thriller
Sound of Freedom,2023-07-03,14500000,250600000,131,50.3278,7.991,2551,False,Alejandro Monteverde,Jim Caviezel,236100000,0.9421388667198723,Santa Fe Films,Action,Drama,
Venom: The Last Dance,2024-10-22,120000000,478103649,109,50.2323,6.728,3457,True,Kelly Marcel,Tom Hardy,358103649,0.7490083996409741,Columbia Pictures,Action,Science Fiction,Adventure
Despicable Me 4,2024-06-20,100000000,969280910,94,49.5239,7.04,2792,True,Chris Renaud,Steve Carell,869280910,0.8968307340335424,Universal Pictures,Animation,Family,Comedy
Mulan,2020-09-04,200000000,69965374,115,48.4439,6.86,6799,False,Niki Caro,Liu Yifei,-130034626,-1.8585568627132616,Walt Disney Pictures,Adventure,Fantasy,Action
Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,200000000,654900000,134,47.6529,6.845,11063,True,David Yates,Eddie Redmayne,454900000,0.6946098641013895,Warner Bros. Pictures,Fantasy,Adventure,
The Wild Robot,2024-09-12,78000000,331982078,102,47.3293,8.3,5015,True,Chris Sanders,Lupita Nyong'o,253982078,0.765047557778104,DreamWorks Animation,Animation,Science Fiction,Family
Transformers: The Last Knight,2017-06-16,217000000,605425157,154,47.1014,6.056,6378,True,Michael Bay,Mark Wahlberg,388425157,0.641574193785938,Paramount Pictures,Action,Adventure,Science Fiction
The King's Man,2021-12-22,100000000,125897478,131,47.0733,6.7,4705,True,Matthew Vaughn,Ralph Fiennes,25897478,0.20570291328631699,Marv,Action,Adventure,Thriller
Deadpool & Wolverine,2024-07-24,200000000,1338073645,128,46.8603,7.595,7328,True,Shawn Levy,Ryan Reynolds,1138073645,0.8505313958261244,Marvel Studios,Action,Comedy,Science Fiction
Mission: Impossible - Fallout,2018-07-25,178000000,791658205,147,44.8964,7.44,8530,True,Christopher McQuarrie,Tom Cruise,613658205,0.7751554915040639,Paramount Pictures,Action,Adventure,
Hunt for the Wilderpeople,2016-03-31,2500000,23900000,101,43.4254,7.6,2142,False,Taika Waititi,Sam Neill,21400000,0.895397489539749,Defender Films,Adventure,Comedy,Drama
How to Train Your Dragon,2010-03-18,165000000,494879471,98,43.1004,7.842,13448,True,Dean DeBlois,Jay Baruchel,329879471,0.6665854825891535,DreamWorks Animation,Fantasy,Adventure,Animation
Final Destination,2000-03-17,23000000,112880294,98,43.0417,6.619,6053,True,James Wong,Devon Sawa,89880294,0.7962443294132455,Hard Eight Pictures,Horror,,
Nocturnal Animals,2016-11-04,22500000,29300000,117,42.8121,7.4,7949,False,Tom Ford,Amy Adams,6800000,0.23208191126279865,Fade to Black,Drama,Thriller,
Hacksaw Ridge,2016-10-07,40000000,175302354,139,42.0868,8.193,14125,False,Mel Gibson,Andrew Garfield,135302354,0.7718228016493149,Summit Entertainment,Drama,History,War
Escape Plan 2: Hades,2018-06-05,20000000,17592626,93,41.5933,5.2,1472,True,Steven C. Miller,Sylvester Stallone,-2407374,-0.13683994646393324,Leomus Pictures,Action,Thriller,Crime
Inside Out 2,2024-06-11,200000000,1698863816,97,41.5177,7.554,5897,True,Kelsey Mann,Amy Poehler,1498863816,0.8822742599398562,Walt Disney Pictures,Animation,Adventure,Comedy
The Substance,2024-09-07,17500000,76506196,141,41.3507,7.144,4709,False,Coralie Fargeat,Demi Moore,59006196,0.7712603564814541,Working Title Films,Horror,Science Fiction,
Oppenheimer,2023-07-19,100000000,952000000,181,40.8624,8.057,10301,False,Christopher Nolan,Cillian Murphy,852000000,0.8949579831932774,Syncopy,Drama,History,
Kung Fu Panda 4,2024-03-02,80000000,548040835,94,40.6703,7.061,3099,True,Mike Mitchell,Jack Black,468040835,0.8540254760395729,DreamWorks Animation,Animation,Family,Action
Life Itself,2018-09-21,10000000,7997774,118,39.83,7.2,581,False,Dan Fogelman,Oscar Isaac,-2002226,-0.25034790930576434,FilmNation Entertainment,Drama,Romance,
Catwoman,2004-07-22,100000000,82102379,104,39.6862,4.6,3409,False,Pitof,Halle Berry,-17897621,-0.21799150302331677,Village Roadshow Pictures,Action,Fantasy,Crime
Harry Potter and the Philosopher's Stone,2001-11-16,125000000,976475550,152,39.5975,7.9,28255,True,Chris Columbus,Daniel Radcliffe,851475550,0.871988602274783,Warner Bros. Pictures,Adventure,Fantasy,
Kraven the Hunter,2024-12-11,120000000,59184643,127,38.7712,6.6,1743,False,J.C. Chandor,Aaron Taylor-Johnson,-60815357,-1.0275529920827604,Columbia Pictures,Action,Adventure,Thriller
Wicked,2024-11-20,150000000,756085570,162,38.7032,6.931,2165,True,Jon M. Chu,Cynthia Erivo,606085570,0.8016097569485422,Universal Pictures,Drama,Romance,Fantasy
Final Destination 5,2011-08-12,40000000,157887643,91,38.3227,6.136,3681,True,Steven Quale,Nicholas D'Agosto,117887643,0.7466552844797361,Parallel Zide,Horror,Mystery,
Gladiator II,2024-11-13,310000000,462180717,148,38.2982,6.723,3473,True,Ridley Scott,Paul Mescal,152180717,0.3292666946120126,Paramount Pictures,Action,Adventure,Drama
Interstellar,2014-11-05,165000000,746606706,169,37.7561,8.455,37237,False,Christopher Nolan,Matthew McConaughey,581606706,0.7790001098650726,Legendary Pictures,Adventure,Drama,Science Fiction
Casino Royale,2006-11-14,150000000,599045960,144,36.785,7.559,10996,True,Martin Campbell,Daniel Craig,449045960,0.7496018502486854,Metro-Goldwyn-Mayer,Adventure,Action,Thriller
Fast & Furious Presents: Hobbs & Shaw,2019-08-01,200000000,760098996,137,36.705,6.8,7393,False,David Leitch,Dwayne Johnson,560098996,0.7368763791920598,Chris Morgan Productions,Action,Adventure,Comedy
John Wick: Chapter 4,2023-03-22,100000000,440157245,170,36.2278,7.725,7120,True,Chad Stahelski,Keanu Reeves,340157245,0.7728084653019854,Thunder Road,Action,Thriller,Crime
Charlie's Angels,2019-11-14,48000000,73279888,118,34.48,6.4,3018,False,Elizabeth Banks,Kristen Stewart,25279888,0.34497716481226065,Columbia Pictures,Action,Adventure,Comedy
Deadpool,2016-02-09,58000000,782837347,108,34.0103,7.622,31640,True,Tim Miller,Ryan Reynolds,724837347,0.9259105352826249,20th Century Fox,Action,Adventure,Comedy
Logan Lucky,2017-08-17,29000000,48453605,119,33.7376,6.7,3618,False,Steven Soderbergh,Channing Tatum,19453605,0.40148932158917794,Fingerprint Releasing,Comedy,Crime,Action
The Room,2003-06-27,6000000,1752988,99,32.4417,4.012,1430,False,Tommy Wiseau,Tommy Wiseau,-4247012,-2.422727366074383,Chloe Productions,Drama,Romance,
The Avengers,2012-04-25,220000000,1518815515,143,31.5235,7.758,31992,True,Joss Whedon,Robert Downey Jr.,1298815515,0.855150281369097,Marvel Studios,Science Fiction,Action,Adventure
How to Train Your Dragon 2,2014-06-05,145000000,621537519,102,31.3777,7.673,9841,True,Dean DeBlois,Jay Baruchel,476537519,0.7667075670133439,DreamWorks Animation,Fantasy,Action,Adventure
Dune: Part Two,2024-02-27,190000000,714444358,167,31.0708,8.148,6718,True,Denis Villeneuve,Timothée Chalamet,524444358,0.7340590658006148,Legendary Pictures,Science Fiction,Adventure,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,180000000,745013115,143,30.935,7.132,10934,True,Andrew Adamson,William Moseley,565013115,0.7583935149920146,Walt Disney Pictures,Adventure,Family,Fantasy
The Super Mario Bros. Movie,2023-04-05,100000000,1362000000,93,30.8584,7.6,9728,True,Aaron Horvath,Chris Pratt,1262000000,0.9265785609397944,Universal Pictures,Family,Comedy,Adventure
Alien: Romulus,2024-08-13,80000000,350865342,119,30.6654,7.195,3696,True,Fede Álvarez,Cailee Spaeny,270865342,0.7719922989714955,20th Century Studios,Horror,Science Fiction,
Spider-Man: Far From Home,2019-06-28,160000000,1131927996,129,30.5692,7.409,16102,True,Jon Watts,Tom Holland,971927996,0.8586482527462815,Marvel Studios,Action,Adventure,Science Fiction
The Dressmaker,2015-10-29,11930000,25003426,118,30.1222,7.002,1680,False,Jocelyn Moorhouse,Kate Winslet,13073426,0.5228653865274303,White Hot Productions,Drama,Comedy,Western
Spider-Man: Across the Spider-Verse,2023-05-31,100000000,690897910,140,29.7443,8.344,7615,True,Kemp Powers,Shameik Moore,590897910,0.8552608155957513,Columbia Pictures,Animation,Action,Adventure
Red One,2024-10-31,250000000,185700759,124,29.1296,7.05,2535,False,Jake Kasdan,Dwayne Johnson,-64299241,-0.3462519019644933,Seven Bucks Productions,Action,Comedy,Fantasy
Spider-Man: No Way Home,2021-12-15,200000000,1921847111,148,28.9191,7.945,20803,True,Jon Watts,Tom Holland,1721847111,0.8959334492034939,Marvel Studios,Action,Adventure,Science Fiction
Bad Boys: Ride or Die,2024-06-05,100000000,404547819,115,28.8813,7.4,2927,True,Adil El Arbi,Will Smith,304547819,0.7528104335176258,Westbrook,Action,Comedy,Crime
Coraline,2009-02-05,60000000,185860104,100,28.5771,7.893,8397,False,Henry Selick,Dakota Fanning,125860104,0.677176549949633,Laika,Animation,Family,Fantasy
Fast X,2023-05-17,340000000,704709660,142,28.1298,7.0,5912,True,Louis Leterrier,Vin Diesel,364709660,0.5175318016784387,Universal Pictures,Action,Crime,Thriller
Shrek,2001-05-18,60000000,488628188,90,27.9314,7.752,17716,True,Andrew Adamson,Mike Myers,428628188,0.8772072478143648,Pacific Data Images,Animation,Comedy,Fantasy
Harry Potter and the Chamber of Secrets,2002-11-13,100000000,876688482,161,27.8994,7.708,22560,True,Chris Columbus,Daniel Radcliffe,776688482,0.8859343973906572,Warner Bros. Pictures,Adventure,Fantasy,
The Tomorrow War,2021-09-03,200000000,14400000,138,27.663,7.507,3700,True,Chris McKay,Chris Pratt,-185600000,-12.88888888888889,Skydance Media,Action,Science Fiction,Adventure
Final Destination 2,2003-01-31,26000000,90941129,90,27.5663,6.283,4370,True,David R. Ellis,Ali Larter,64941129,0.7141007563255565,New Line Cinema,Horror,Mystery,
Memoir of a Snail,2024-10-17,4350000,7,94,27.0731,8.093,537,False,Adam Elliot,Sarah Snook,-4349993,-621427.5714285715,Arenamedia,Animation,Drama,Comedy
Top Gun: Maverick,2022-05-21,170000000,1488732821,131,27.0472,8.176,9904,True,Joseph Kosinski,Tom Cruise,1318732821,0.8858089258179926,Skydance Media,Action,Drama,
Harry Potter and the Prisoner of Azkaban,2004-05-31,130000000,789804554,141,26.6901,8.011,22137,True,Alfonso Cuarón,Daniel Radcliffe,659804554,0.8354023165077876,Warner Bros. Pictures,Adventure,Fantasy,
London Fields,2018-09-20,8000000,487420,118,26.4796,5.075,274,False,Mathew Cullen,Amber Heard,-7512580,-15.412949817405933,Muse Productions,Crime,Thriller,
The Conjuring,2013-07-18,13000000,320415166,112,26.3462,7.54,11882,True,James Wan,Patrick Wilson,307415166,0.9594276383284555,Evergreen Media Group,Horror,Thriller,
Final Destination 3,2006-02-09,25000000,118890272,92,25.7105,6.129,4131,True,James Wong,Mary Elizabeth Winstead,93890272,0.789722072466955,New Line Cinema,Horror,Mystery,
The Final Destination,2009-08-26,40000000,187384627,82,25.699,5.615,3506,True,David R. Ellis,Bobby Campo,147384627,0.7865353170086893,Parallel Zide,Horror,Mystery,
Avatar: The Way of Water,2022-12-14,460000000,2320250281,192,25.657,7.611,12602,True,James Cameron,Sam Worthington,1860250281,0.801745525572463,20th Century Studios,Science Fiction,Adventure,Action
The Hangover,2009-06-02,35000000,469310836,100,25.3048,7.324,17275,True,Todd Phillips,Bradley Cooper,434310836,0.9254225615195469,Legendary Pictures,Comedy,,
Harry Potter and the Goblet of Fire,2005-11-16,150000000,895921036,157,25.0781,7.801,21203,True,Mike Newell,Daniel Radcliffe,745921036,0.8325745305973595,Warner Bros. Pictures,Adventure,Fantasy,
Barbie,2023-07-19,145000000,1445638421,114,24.6757,6.971,9941,False,Greta Gerwig,Margot Robbie,1300638421,0.8996982939207591,LuckyChap Entertainment,Comedy,Adventure,
The Maze Runner,2014-09-10,34000000,348319861,113,24.5571,7.191,17381,True,Wes Ball,Dylan O'Brien,314319861,0.9023885692237342,Ingenious Media,Action,Mystery,Science Fiction
28 Days Later,2002-10-31,8000000,85032676,113,24.1824,7.238,7152,True,Danny Boyle,Cillian Murphy,77032676,0.9059185200757413,DNA Films,Horror,Thriller,Science Fiction
Inception,2010-07-15,160000000,839030630,148,24.1767,8.369,37529,False,Christopher Nolan,Leonardo DiCaprio,679030630,0.8093037437739311,Legendary Pictures,Action,Science Fiction,Adventure
Twilight,2008-11-20,37000000,393616788,122,23.9546,6.286,13813,True,Catherine Hardwicke,Kristen Stewart,356616788,0.9059999442909941,Summit Entertainment,Fantasy,Drama,Romance
10 Cloverfield Lane,2016-03-10,15000000,110216998,104,23.846,6.992,8149,False,Dan Trachtenberg,John Goodman,95216998,0.8639048397961265,Bad Robot,Thriller,Science Fiction,Drama
How to Train Your Dragon: The Hidden World,2019-01-03,129000000,524580592,104,23.8191,7.75,6614,True,Dean DeBlois,Jay Baruchel,395580592,0.7540892629897371,DreamWorks Animation,Animation,Family,Adventure
After,2019-04-11,14000000,69497587,106,23.1805,7.12,8347,True,Jenny Gage,Josephine Langford,55497587,0.7985541569954077,CalMaple Films,Romance,Drama,
Dune,2021-09-15,165000000,407573628,155,23.1668,7.782,13598,True,Denis Villeneuve,Timothée Chalamet,242573628,0.5951651709908964,Legendary Pictures,Science Fiction,Adventure,
The Lord of the Rings: The War of the Rohirrim,2024-12-05,30000000,20658572,134,23.0338,6.6,611,False,Kenji Kamiyama,Brian Cox,-9341428,-0.452181690002581,New Line Cinema,Animation,Fantasy,Adventure
Puss in Boots: The Last Wish,2022-12-07,90000000,484700000,103,22.7693,8.2,8228,True,Joel Crawford,Antonio Banderas,394700000,0.814318134928822,DreamWorks Animation,Animation,Adventure,Fantasy
Avatar,2009-12-15,237000000,2923706026,162,22.6517,7.59,32295,True,James Cameron,Sam Worthington,2686706026,0.9189384986409711,Dune Entertainment,Action,Adventure,Fantasy
Fifty Shades of Grey,2015-02-11,40000000,569651467,125,22.4514,5.886,12002,True,Sam Taylor-Johnson,Dakota Johnson,529651467,0.9297816255777325,Universal Pictures,Drama,Romance,Thriller
The Lord of the Rings: The Fellowship of the Ring,2001-12-18,93000000,871368364,179,22.4361,8.422,26017,True,Peter Jackson,Elijah Wood,778368364,0.8932713145872255,New Line Cinema,Adventure,Fantasy,Action
Harry Potter and the Deathly Hallows: Part 2,2011-07-12,125000000,1341511219,130,22.2997,8.086,21048,True,David Yates,Daniel Radcliffe,1216511219,0.9068215023254308,Warner Bros. Pictures,Fantasy,Adventure,
Resident Evil: Welcome to Raccoon City,2021-11-24,25000000,41914915,107,22.2987,5.968,2521,False,Johannes Roberts,Kaya Scodelario,16914915,0.4035536037708773,Constantin Film,Action,Horror,Science Fiction
Jurassic World Dominion,2022-06-01,465400000,1001978080,147,22.2896,6.66,6399,True,Colin Trevorrow,Chris Pratt,536578080,0.5355187810096604,Amblin Entertainment,Adventure,Action,Science Fiction
Godzilla x Kong: The New Empire,2024-03-27,150000000,571750016,115,22.1094,7.091,4215,False,Adam Wingard,Rebecca Hall,421750016,0.7376475805817905,Legendary Pictures,Action,Adventure,Science Fiction
Conclave,2024-10-25,20000000,115657988,120,22.0822,7.19,2583,False,Edward Berger,Ralph Fiennes,95657988,0.8270763624212449,FilmNation Entertainment,Drama,Thriller,
The Dark Knight,2008-07-16,185000000,1004558444,152,22.0239,8.52,33926,True,Christopher Nolan,Christian Bale,819558444,0.8158394853928479,Warner Bros. Pictures,Drama,Action,Crime
Five Nights at Freddy's,2023-10-25,20000000,297144130,110,21.9655,7.5,4383,True,Emma Tammi,Josh Hutcherson,277144130,0.9326925960139276,Blumhouse Productions,Horror,Thriller,
Gladiator,2000-05-04,103000000,465516248,155,21.9397,8.22,19747,True,Ridley Scott,Russell Crowe,362516248,0.7787402685888635,Universal Pictures,Action,Drama,Adventure
Nosferatu,2024-12-25,50000000,180928503,133,21.7875,6.718,2700,False,Robert Eggers,Lily-Rose Depp,130928503,0.7236477438825656,Focus Features,Horror,Fantasy,
Harry Potter and the Order of the Phoenix,2007-07-08,150000000,938212738,138,21.7782,7.674,19911,True,David Yates,Daniel Radcliffe,788212738,0.8401215482111691,Warner Bros. Pictures,Adventure,Fantasy,
Transformers: Rise of the Beasts,2023-06-06,195000000,441381193,127,21.7313,7.232,4929,False,Steven Caple Jr.,Anthony Ramos,246381193,0.5582050094282109,Skydance Media,Science Fiction,Adventure,Action
Transformers One,2024-09-11,75000000,128888103,104,21.6237,8.1,1261,False,Josh Cooley,Chris Hemsworth,53888103,0.4180999001901673,Paramount Animation,Animation,Science Fiction,Adventure
Coco,2017-10-27,175000000,807816196,105,21.5793,8.205,19994,True,Lee Unkrich,Anthony Gonzalez,632816196,0.7833665617667314,Pixar,Family,Animation,Music
The Black Phone,2022-06-17,16000000,161440742,103,21.5392,7.571,5141,True,Scott Derrickson,Mason Thames,145440742,0.9008924277615127,Blumhouse Productions,Horror,Thriller,
Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,140000000,655011224,143,21.5335,7.811,21161,True,Gore Verbinski,Johnny Depp,515011224,0.7862632045523543,Walt Disney Pictures,Adventure,Fantasy,Action
